id_nodo; timestamp; temperatura; humedad; CO2; volatiles
undefined;1707402754277;24.5;68.2;293;112
undefined;1707402754292;24.5;68.2;293;112
undefined;1707402754303;24.5;68.2;293;112
undefined;1707402754315;24.5;68.2;293;112
undefined;1707402754338;24.5;68.2;293;112
undefined;1707402754351;24.5;68.2;293;112
undefined;1707402754365;24.5;68.2;293;112
undefined;1707402754391;24.5;68.2;293;112
undefined;1707402754405;24.5;68.2;293;112
undefined;1707402754416;24.5;68.2;293;112
undefined;1707402754442;24.5;68.2;293;112
undefined;1707402754454;24.5;68.2;293;112
undefined;1707402754465;24.5;68.2;293;112
undefined;1707402754490;24.5;68.2;293;112
undefined;1707402754502;24.5;68.2;293;112
undefined;1707402754518;24.5;68.2;293;112
undefined;1707402754530;24.5;68.2;293;112
undefined;1707402754541;24.5;68.2;293;112
undefined;1707402754554;24.5;68.2;293;112
undefined;1707402754567;24.5;68.2;293;112
undefined;1707402754583;24.5;68.2;293;112
undefined;1707402754594;24.5;68.2;293;112
undefined;1707402754606;24.5;68.2;293;112
undefined;1707402754618;24.5;68.2;293;112
undefined;1707402754643;24.5;68.2;293;112
undefined;1707402754655;24.5;68.2;293;112
undefined;1707402754668;24.5;68.2;293;112
undefined;1707402754681;24.5;68.2;293;112
undefined;1707402754696;24.5;68.2;293;112
undefined;1707402754707;24.5;68.2;293;112
undefined;1707402754722;24.5;68.2;293;112
undefined;1707402754740;24.5;68.2;293;112
undefined;1707402754757;24.5;68.2;293;112
undefined;1707402754769;24.5;68.2;293;112
undefined;1707402754783;24.5;68.2;293;112
undefined;1707402754796;24.5;68.2;293;112
undefined;1707402754807;24.5;68.2;293;112
undefined;1707402754819;24.5;68.2;293;112
undefined;1707402754829;24.5;68.2;293;112
undefined;1707402754840;24.5;68.2;293;112
undefined;1707402754855;24.5;68.2;293;112
undefined;1707402754865;24.5;68.2;293;112
undefined;1707402754876;24.5;68.2;293;112
undefined;1707402754903;24.5;68.2;293;112
undefined;1707402754913;24.5;68.2;293;112
undefined;1707402754924;24.5;68.2;293;112
undefined;1707402754936;24.5;68.2;293;112
undefined;1707402754952;24.5;68.2;293;112
undefined;1707402754962;24.5;68.2;293;112
undefined;1707402754974;24.5;68.2;293;112
undefined;1707402754990;24.5;68.2;293;112
undefined;1707402755002;24.5;68.2;293;112
undefined;1707402755012;24.5;68.2;293;112
undefined;1707402755022;24.5;68.2;293;112
undefined;1707402755033;24.5;68.2;293;112
undefined;1707402755047;24.5;68.2;293;112
undefined;1707402755057;24.5;68.2;293;112
undefined;1707402755069;24.5;68.2;293;112
undefined;1707402755080;24.5;68.2;293;112
undefined;1707402755104;24.5;68.2;293;112
undefined;1707402755115;24.5;68.2;293;112
undefined;1707402755139;24.5;68.2;293;112
undefined;1707402755150;24.5;68.2;293;112
undefined;1707402755167;24.5;68.2;293;112
undefined;1707402755180;24.5;68.2;293;112
undefined;1707402755193;24.5;68.2;293;112
undefined;1707402755205;24.5;68.2;293;112
undefined;1707402755217;24.5;68.2;293;112
undefined;1707402755232;24.5;68.2;293;112
undefined;1707402755246;24.5;68.2;293;112
undefined;1707402755256;24.5;68.2;293;112
undefined;1707402755266;24.5;68.2;293;112
undefined;1707402755282;24.5;68.2;293;112
undefined;1707402755295;24.5;68.2;293;112
undefined;1707402755312;24.5;68.2;293;112
undefined;1707402755323;24.5;68.2;293;112
undefined;1707402755339;24.5;68.2;293;112
undefined;1707402755351;24.5;68.2;293;112
undefined;1707402755377;24.5;68.2;293;112
undefined;1707402755388;24.5;68.2;293;112
undefined;1707402755400;24.5;68.2;293;112
undefined;1707402755414;24.5;68.2;293;112
undefined;1707402755425;24.5;68.2;293;112
undefined;1707402755458;24.5;68.2;293;112
undefined;1707402755471;24.5;68.2;293;112
undefined;1707402755482;24.5;68.2;293;112
undefined;1707402755518;24.5;68.2;293;112
undefined;1707402755529;24.5;68.2;293;112
undefined;1707402755539;24.5;68.2;293;112
undefined;1707402755549;24.5;68.2;293;112
undefined;1707402755576;24.5;68.2;293;112
undefined;1707402755591;24.5;68.2;293;112
undefined;1707402755604;24.5;68.2;293;112
undefined;1707402755616;24.5;68.2;293;112
undefined;1707402755629;24.5;68.2;293;112
undefined;1707402755639;24.5;68.2;293;112
undefined;1707402755661;24.5;68.2;293;112
undefined;1707402755677;24.5;68.2;293;112
undefined;1707402755692;24.5;68.2;293;112
undefined;1707402755707;24.5;68.2;293;112
undefined;1707402755722;24.5;68.2;293;112
undefined;1707402755732;24.5;68.2;293;112
undefined;1707402755743;24.5;68.2;293;112
undefined;1707402755754;24.5;68.2;293;112
undefined;1707402755768;24.5;68.2;293;112
undefined;1707402755786;24.5;68.2;293;112
undefined;1707402755796;24.5;68.2;293;112
undefined;1707402755811;24.5;68.2;293;112
undefined;1707402755823;24.5;68.2;293;112
undefined;1707402755839;24.5;68.2;293;112
undefined;1707402755850;24.5;68.2;293;112
undefined;1707402755866;24.5;68.2;293;112
undefined;1707402755876;24.5;68.2;293;112
undefined;1707402755886;24.5;68.2;293;112
undefined;1707402755897;24.5;68.2;293;112
undefined;1707402755912;24.5;68.2;293;112
undefined;1707402755966;24.5;68.2;293;112
undefined;1707402755978;24.5;68.2;293;112
undefined;1707402756004;24.5;68.2;293;112
undefined;1707402756029;24.5;68.2;293;112
undefined;1707402756040;24.5;68.2;293;112
undefined;1707402756050;24.5;68.2;293;112
undefined;1707402756066;24.5;68.2;293;112
undefined;1707402756076;24.5;68.2;293;112
undefined;1707402756088;24.5;68.2;293;112
undefined;1707402756099;24.5;68.2;293;112
undefined;1707402756114;24.5;68.2;293;112
undefined;1707402756125;24.5;68.2;293;112
undefined;1707402756142;24.5;68.2;293;112
undefined;1707402756155;24.5;68.2;293;112
undefined;1707402756167;24.5;68.2;293;112
undefined;1707402756178;24.5;68.2;293;112
undefined;1707402756193;24.5;68.2;293;112
undefined;1707402756205;24.5;68.2;293;112
undefined;1707402756220;24.5;68.2;293;112
undefined;1707402756231;24.5;68.2;293;112
undefined;1707402756243;24.5;68.2;293;112
undefined;1707402756254;24.5;68.2;293;112
undefined;1707402756265;24.5;68.2;293;112
undefined;1707402756275;24.5;68.2;293;112
undefined;1707402756285;24.5;68.2;293;112
undefined;1707402756297;24.5;68.2;293;112
undefined;1707402756307;24.5;68.2;293;112
undefined;1707402756320;24.5;68.2;293;112
undefined;1707402756331;24.5;68.2;293;112
undefined;1707402756344;24.5;68.2;293;112
undefined;1707402756354;24.5;68.2;293;112
undefined;1707402756490;24.5;68.2;293;112
undefined;1707402756501;24.5;68.2;293;112
undefined;1707402756514;24.5;68.2;293;112
undefined;1707402756559;24.5;68.2;293;112
undefined;1707402756571;24.5;68.2;293;112
undefined;1707402756589;24.5;68.2;293;112
undefined;1707402756599;24.5;68.2;293;112
undefined;1707402756613;24.5;68.2;293;112
undefined;1707402756633;24.5;68.2;293;112
undefined;1707402756648;24.5;68.2;293;112
undefined;1707402756658;24.5;68.2;293;112
undefined;1707402756668;24.5;68.2;293;112
undefined;1707402756684;24.5;68.2;293;112
undefined;1707402756703;24.5;68.2;293;112
undefined;1707402756729;24.5;68.2;293;112
undefined;1707402756757;24.5;68.2;293;112
undefined;1707402756773;24.5;68.2;293;112
undefined;1707402756804;24.5;68.2;293;112
undefined;1707402756824;24.5;68.2;293;112
undefined;1707402756837;24.5;68.2;293;112
undefined;1707402756853;24.5;68.2;293;112
undefined;1707402756864;24.5;68.2;293;112
undefined;1707402756907;24.5;68.2;293;112
undefined;1707402756922;24.5;68.2;293;112
undefined;1707402756933;24.5;68.2;293;112
undefined;1707402756947;24.5;68.2;293;112
undefined;1707402756990;24.5;68.2;293;112
undefined;1707402757000;24.5;68.2;293;112
undefined;1707402757010;24.5;68.2;293;112
undefined;1707402757064;24.5;68.2;293;112
undefined;1707402757081;24.5;68.2;293;112
undefined;1707402757096;24.5;68.2;293;112
undefined;1707402757106;24.5;68.2;293;112
undefined;1707402757116;24.5;68.2;293;112
undefined;1707402757129;24.5;68.2;293;112
undefined;1707402757142;24.5;68.2;293;112
undefined;1707402757154;24.5;68.2;293;112
undefined;1707402757164;24.5;68.2;293;112
undefined;1707402757176;24.5;68.2;293;112
undefined;1707402757186;24.5;68.2;293;112
undefined;1707402757197;24.5;68.2;293;112
undefined;1707402757207;24.5;68.2;293;112
undefined;1707402757217;24.5;68.2;293;112
undefined;1707402757229;24.5;68.2;293;112
undefined;1707402757242;24.5;68.2;293;112
undefined;1707402757253;24.5;68.2;293;112
undefined;1707402757263;24.5;68.2;293;112
undefined;1707402757273;24.5;68.2;293;112
undefined;1707402757285;24.5;68.2;293;112
undefined;1707402757298;24.5;68.2;293;112
undefined;1707402757308;24.5;68.2;293;112
undefined;1707402757318;24.5;68.2;293;112
undefined;1707402757330;24.5;68.2;293;112
undefined;1707402757343;24.5;68.2;293;112
undefined;1707402757353;24.5;68.2;293;112
undefined;1707402757365;24.5;68.2;293;112
undefined;1707402757379;24.5;68.2;293;112
undefined;1707402757391;24.5;68.2;293;112
undefined;1707402757401;24.5;68.2;293;112
undefined;1707402757411;24.5;68.2;293;112
undefined;1707402757449;24.5;68.2;293;112
undefined;1707402757464;24.5;68.2;293;112
undefined;1707402757474;24.5;68.2;293;112
undefined;1707402757484;24.5;68.2;293;112
undefined;1707402757494;24.5;68.2;293;112
undefined;1707402757505;24.5;68.2;293;112
undefined;1707402757515;24.5;68.2;293;112
undefined;1707402757525;24.5;68.2;293;112
undefined;1707402757536;24.5;68.2;293;112
undefined;1707402757550;24.5;68.2;293;112
undefined;1707402757562;24.5;68.2;293;112
undefined;1707402757572;24.5;68.2;293;112
undefined;1707402757582;24.5;68.2;293;112
undefined;1707402757593;24.5;68.2;293;112
undefined;1707402757611;24.5;68.2;293;112
undefined;1707402757621;24.5;68.2;293;112
undefined;1707402757637;24.5;68.2;293;112
undefined;1707402757650;24.5;68.2;293;112
undefined;1707402757661;24.5;68.2;293;112
undefined;1707402757678;24.5;68.2;293;112
undefined;1707402757700;24.5;68.2;293;112
undefined;1707402757711;24.5;68.2;293;112
undefined;1707402757721;24.5;68.2;293;112
undefined;1707402757743;24.5;68.2;293;112
undefined;1707402757755;24.5;68.2;293;112
undefined;1707402757769;24.5;68.2;293;112
undefined;1707402757779;24.5;68.2;293;112
undefined;1707402757790;24.5;68.2;293;112
undefined;1707402757801;24.5;68.2;293;112
undefined;1707402757811;24.5;68.2;293;112
undefined;1707402757821;24.5;68.2;293;112
undefined;1707402757832;24.5;68.2;293;112
undefined;1707402757846;24.5;68.2;293;112
undefined;1707402757858;24.5;68.2;293;112
undefined;1707402757871;24.5;68.2;293;112
undefined;1707402757882;24.5;68.2;293;112
undefined;1707402757892;24.5;68.2;293;112
undefined;1707402757904;24.5;68.2;293;112
undefined;1707402757914;24.5;68.2;293;112
undefined;1707402757926;24.5;68.2;293;112
undefined;1707402757936;24.5;68.2;293;112
undefined;1707402757946;24.5;68.2;293;112
undefined;1707402757958;24.5;68.2;293;112
undefined;1707402757968;24.5;68.2;293;112
undefined;1707402757979;24.5;68.2;293;112
undefined;1707402757999;24.5;68.2;293;112
undefined;1707402758012;24.5;68.2;293;112
undefined;1707402758023;24.5;68.2;293;112
undefined;1707402758033;24.5;68.2;293;112
undefined;1707402758055;24.5;68.2;293;112
undefined;1707402758065;24.5;68.2;293;112
undefined;1707402758078;24.5;68.2;293;112
undefined;1707402758094;24.5;68.2;293;112
undefined;1707402758106;24.5;68.2;293;112
undefined;1707402758117;24.5;68.2;293;112
undefined;1707402758128;24.5;68.2;293;112
undefined;1707402758138;24.5;68.2;293;112
undefined;1707402758157;24.5;68.2;293;112
undefined;1707402758167;24.5;68.2;293;112
undefined;1707402758179;24.5;68.2;293;112
undefined;1707402758189;24.5;68.2;293;112
undefined;1707402758203;24.5;68.2;293;112
undefined;1707402758218;24.5;68.2;293;112
undefined;1707402758231;24.5;68.2;293;112
undefined;1707402758243;24.5;68.2;293;112
undefined;1707402758255;24.5;68.2;293;112
undefined;1707402758269;24.5;68.2;293;112
undefined;1707402758282;24.5;68.2;293;112
undefined;1707402758298;24.5;68.2;293;112
undefined;1707402758310;24.5;68.2;293;112
undefined;1707402758324;24.5;68.2;293;112
undefined;1707402758344;24.5;68.2;293;112
undefined;1707402758361;24.5;68.2;293;112
undefined;1707402758379;24.5;68.2;293;112
undefined;1707402758390;24.5;68.2;293;112
undefined;1707402758400;24.5;68.2;293;112
undefined;1707402758411;24.5;68.2;293;112
undefined;1707402758432;24.5;68.2;293;112
undefined;1707402758448;24.5;68.2;293;112
undefined;1707402758460;24.5;68.2;293;112
undefined;1707402758473;24.5;68.2;293;112
undefined;1707402758486;24.5;68.2;293;112
undefined;1707402758497;24.5;68.2;293;112
undefined;1707402758511;24.5;68.2;293;112
undefined;1707402758523;24.5;68.2;293;112
undefined;1707402758534;24.5;68.2;293;112
undefined;1707402758544;24.5;68.2;293;112
undefined;1707402758557;24.5;68.2;293;112
undefined;1707402758568;24.5;68.2;293;112
undefined;1707402758581;24.5;68.2;293;112
undefined;1707402758605;24.5;68.2;293;112
undefined;1707402758615;24.5;68.2;293;112
undefined;1707402758628;24.5;68.2;293;112
undefined;1707402758638;24.5;68.2;293;112
undefined;1707402758648;24.5;68.2;293;112
undefined;1707402758661;24.5;68.2;293;112
undefined;1707402758681;24.5;68.2;293;112
undefined;1707402758695;24.5;68.2;293;112
undefined;1707402758707;24.5;68.2;293;112
undefined;1707402758719;24.5;68.2;293;112
undefined;1707402758735;24.5;68.2;293;112
undefined;1707402758744;24.5;68.2;293;112
undefined;1707402758755;24.5;68.2;293;112
undefined;1707402758766;24.5;68.2;293;112
undefined;1707402758779;24.5;68.2;293;112
undefined;1707402758790;24.5;68.2;293;112
undefined;1707402758801;24.5;68.2;293;112
undefined;1707402758811;24.5;68.2;293;112
undefined;1707402758822;24.5;68.2;293;112
undefined;1707402758834;24.5;68.2;293;112
undefined;1707402758845;24.5;68.2;293;112
undefined;1707402758856;24.5;68.2;293;112
undefined;1707402758876;24.5;68.2;293;112
undefined;1707402758888;24.5;68.2;293;112
undefined;1707402758902;24.5;68.2;293;112
undefined;1707402758913;24.5;68.2;293;112
undefined;1707402758924;24.5;68.2;293;112
undefined;1707402758938;24.5;68.2;293;112
undefined;1707402758957;24.5;68.2;293;112
undefined;1707402758982;24.5;68.2;293;112
undefined;1707402758999;24.5;68.2;293;112
undefined;1707402759010;24.5;68.2;293;112
undefined;1707402759020;24.5;68.2;293;112
undefined;1707402759029;24.5;68.2;293;112
undefined;1707402759046;24.5;68.2;293;112
undefined;1707402759056;24.5;68.2;293;112
undefined;1707402759071;24.5;68.2;293;112
undefined;1707402759086;24.5;68.2;293;112
undefined;1707402759098;24.5;68.2;293;112
undefined;1707402759138;24.5;68.2;293;112
undefined;1707402759150;24.5;68.2;293;112
undefined;1707402759161;24.5;68.2;293;112
undefined;1707402759180;24.5;68.2;293;112
undefined;1707402759192;24.5;68.2;293;112
undefined;1707402759206;24.5;68.2;293;112
undefined;1707402759217;24.5;68.2;293;112
undefined;1707402759229;24.5;68.2;293;112
undefined;1707402759240;24.5;68.2;293;112
undefined;1707402759250;24.5;68.2;293;112
undefined;1707402759260;24.5;68.2;293;112
undefined;1707402759276;24.5;68.2;293;112
undefined;1707402759290;24.5;68.2;293;112
undefined;1707402759302;24.5;68.2;293;112
undefined;1707402759312;24.5;68.2;293;112
undefined;1707402759324;24.5;68.2;293;112
undefined;1707402759334;24.5;68.2;293;112
undefined;1707402759346;24.5;68.2;293;112
undefined;1707402759357;24.5;68.2;293;112
undefined;1707402759367;24.5;68.2;293;112
undefined;1707402759379;24.5;68.2;293;112
undefined;1707402759391;24.5;68.2;293;112
undefined;1707402759401;24.5;68.2;293;112
undefined;1707402759413;24.5;68.2;293;112
undefined;1707402759423;24.5;68.2;293;112
undefined;1707402759432;24.5;68.2;293;112
undefined;1707402759448;24.5;68.2;293;112
undefined;1707402759458;24.5;68.2;293;112
undefined;1707402759472;24.5;68.2;293;112
undefined;1707402759483;24.5;68.2;293;112
undefined;1707402759497;24.5;68.2;293;112
undefined;1707402759510;24.5;68.2;293;112
undefined;1707402759522;24.5;68.2;293;112
undefined;1707402759533;24.5;68.2;293;112
undefined;1707402759552;24.5;68.2;293;112
undefined;1707402759562;24.5;68.2;293;112
undefined;1707402759572;24.5;68.2;293;112
undefined;1707402759583;24.5;68.2;293;112
undefined;1707402759595;24.5;68.2;293;112
undefined;1707402759605;24.5;68.2;293;112
undefined;1707402759617;24.5;68.2;293;112
undefined;1707402759628;24.5;68.2;293;112
undefined;1707402759640;24.5;68.2;293;112
undefined;1707402759654;24.5;68.2;293;112
undefined;1707402759664;24.5;68.2;293;112
undefined;1707402759677;24.5;68.2;293;112
undefined;1707402759688;24.5;68.2;293;112
undefined;1707402759699;24.5;68.2;293;112
undefined;1707402759711;24.5;68.2;293;112
undefined;1707402759723;24.5;68.2;293;112
undefined;1707402759733;24.5;68.2;293;112
undefined;1707402759744;24.5;68.2;293;112
undefined;1707402759756;24.5;68.2;293;112
undefined;1707402759766;24.5;68.2;293;112
undefined;1707402759776;24.5;68.2;293;112
undefined;1707402759788;24.5;68.2;293;112
undefined;1707402759800;24.5;68.2;293;112
undefined;1707402759813;24.5;68.2;293;112
undefined;1707402759826;24.5;68.2;293;112
undefined;1707402759837;24.5;68.2;293;112
undefined;1707402759849;24.5;68.2;293;112
undefined;1707402759860;24.5;68.2;293;112
undefined;1707402759870;24.5;68.2;293;112
undefined;1707402759881;24.5;68.2;293;112
undefined;1707402759899;24.5;68.2;293;112
undefined;1707402759911;24.5;68.2;293;112
undefined;1707402759924;24.5;68.2;293;112
undefined;1707402759935;24.5;68.2;293;112
undefined;1707402759957;24.5;68.2;293;112
undefined;1707402759969;24.5;68.2;293;112
undefined;1707402759979;24.5;68.2;293;112
undefined;1707402759994;24.5;68.2;293;112
undefined;1707402760005;24.5;68.2;293;112
undefined;1707402760016;24.5;68.2;293;112
undefined;1707402760032;24.5;68.2;293;112
undefined;1707402760138;24.5;68.2;293;112
undefined;1707402760152;24.5;68.2;293;112
undefined;1707402760177;24.5;68.2;293;112
undefined;1707402760187;24.5;68.2;293;112
undefined;1707402760199;24.5;68.2;293;112
undefined;1707402760212;24.5;68.2;293;112
undefined;1707402760227;24.5;68.2;293;112
undefined;1707402760237;24.5;68.2;293;112
undefined;1707402760247;24.5;68.2;293;112
undefined;1707402760258;24.5;68.2;293;112
undefined;1707402760268;24.5;68.2;293;112
undefined;1707402760278;24.5;68.2;293;112
undefined;1707402760288;24.5;68.2;293;112
undefined;1707402760301;24.5;68.2;293;112
undefined;1707402760315;24.5;68.2;293;112
undefined;1707402760329;24.5;68.2;293;112
undefined;1707402760339;24.5;68.2;293;112
undefined;1707402760350;24.5;68.2;293;112
undefined;1707402760360;24.5;68.2;293;112
undefined;1707402760371;24.5;68.2;293;112
undefined;1707402760381;24.5;68.2;293;112
undefined;1707402760390;24.5;68.2;293;112
undefined;1707402760403;24.5;68.2;293;112
undefined;1707402760415;24.5;68.2;293;112
undefined;1707402760427;24.5;68.2;293;112
undefined;1707402760437;24.5;68.2;293;112
undefined;1707402760447;24.5;68.2;293;112
undefined;1707402760457;24.5;68.2;293;112
undefined;1707402760469;24.5;68.2;293;112
undefined;1707402760478;24.5;68.2;293;112
undefined;1707402760488;24.5;68.2;293;112
undefined;1707402760498;24.5;68.2;293;112
undefined;1707402760508;24.5;68.2;293;112
undefined;1707402760521;24.5;68.2;293;112
undefined;1707402760535;24.5;68.2;293;112
undefined;1707402760546;24.5;68.2;293;112
undefined;1707402760558;24.5;68.2;293;112
undefined;1707402760572;24.5;68.2;293;112
undefined;1707402760583;24.5;68.2;293;112
undefined;1707402760594;24.5;68.2;293;112
undefined;1707402760605;24.5;68.2;293;112
undefined;1707402760615;24.5;68.2;293;112
undefined;1707402760626;24.5;68.2;293;112
undefined;1707402760638;24.5;68.2;293;112
undefined;1707402760650;24.5;68.2;293;112
undefined;1707402760662;24.5;68.2;293;112
undefined;1707402760696;24.5;68.2;293;112
undefined;1707402760713;24.5;68.2;293;112
undefined;1707402760725;24.5;68.2;293;112
undefined;1707402760739;24.5;68.2;293;112
undefined;1707402760755;24.5;68.2;293;112
undefined;1707402760767;24.5;68.2;293;112
undefined;1707402760779;24.5;68.2;293;112
undefined;1707402760799;24.5;68.2;293;112
undefined;1707402760810;24.5;68.2;293;112
undefined;1707402760825;24.5;68.2;293;112
undefined;1707402760842;24.5;68.2;293;112
undefined;1707402760852;24.5;68.2;293;112
undefined;1707402760865;24.5;68.2;293;112
undefined;1707402760878;24.5;68.2;293;112
undefined;1707402760887;24.5;68.2;293;112
undefined;1707402760897;24.5;68.2;293;112
undefined;1707402760913;24.5;68.2;293;112
undefined;1707402760927;24.5;68.2;293;112
undefined;1707402760941;24.5;68.2;293;112
undefined;1707402760954;24.5;68.2;293;112
undefined;1707402760965;24.5;68.2;293;112
undefined;1707402760975;24.5;68.2;293;112
undefined;1707402760990;24.5;68.2;293;112
undefined;1707402761001;24.5;68.2;293;112
undefined;1707402761019;24.5;68.2;293;112
undefined;1707402761030;24.5;68.2;293;112
undefined;1707402761041;24.5;68.2;293;112
undefined;1707402761063;24.5;68.2;293;112
undefined;1707402761074;24.5;68.2;293;112
undefined;1707402761086;24.5;68.2;293;112
undefined;1707402761098;24.5;68.2;293;112
undefined;1707402761108;24.5;68.2;293;112
undefined;1707402761140;24.5;68.2;293;112
undefined;1707402761152;24.5;68.2;293;112
undefined;1707402761165;24.5;68.2;293;112
undefined;1707402761175;24.5;68.2;293;112
undefined;1707402761205;24.5;68.2;293;112
undefined;1707402761228;24.5;68.2;293;112
undefined;1707402761240;24.5;68.2;293;112
undefined;1707402761280;24.5;68.2;293;112
undefined;1707402761292;24.5;68.2;293;112
undefined;1707402761302;24.5;68.2;293;112
undefined;1707402761312;24.5;68.2;293;112
undefined;1707402761355;24.5;68.2;293;112
undefined;1707402761368;24.5;68.2;293;112
undefined;1707402761379;24.5;68.2;293;112
undefined;1707402761420;24.5;68.2;293;112
undefined;1707402761432;24.5;68.2;293;112
undefined;1707402761443;24.5;68.2;293;112
undefined;1707402761466;24.5;68.2;293;112
undefined;1707402761476;24.5;68.2;293;112
undefined;1707402761487;24.5;68.2;293;112
undefined;1707402761496;24.5;68.2;293;112
undefined;1707402761506;24.5;68.2;293;112
undefined;1707402761519;24.5;68.2;293;112
undefined;1707402761531;24.5;68.2;293;112
undefined;1707402761544;24.5;68.2;293;112
undefined;1707402761555;24.5;68.2;293;112
undefined;1707402761566;24.5;68.2;293;112
undefined;1707402761576;24.5;68.2;293;112
undefined;1707402761586;24.5;68.2;293;112
undefined;1707402761603;24.5;68.2;293;112
undefined;1707402761613;24.5;68.2;293;112
undefined;1707402761624;24.5;68.2;293;112
undefined;1707402761634;24.5;68.2;293;112
undefined;1707402761646;24.5;68.2;293;112
undefined;1707402761657;24.5;68.2;293;112
undefined;1707402761672;24.5;68.2;293;112
undefined;1707402761684;24.5;68.2;293;112
undefined;1707402761698;24.5;68.2;293;112
undefined;1707402761709;24.5;68.2;293;112
undefined;1707402761750;24.5;68.2;293;112
undefined;1707402761764;24.5;68.2;293;112
undefined;1707402761775;24.5;68.2;293;112
undefined;1707402761804;24.5;68.2;293;112
undefined;1707402761815;24.5;68.2;293;112
undefined;1707402761828;24.5;68.2;293;112
undefined;1707402761838;24.5;68.2;293;112
undefined;1707402761850;24.5;68.2;293;112
undefined;1707402761869;24.5;68.2;293;112
undefined;1707402761913;24.5;68.2;293;112
undefined;1707402761926;24.5;68.2;293;112
undefined;1707402761957;24.5;68.2;293;112
undefined;1707402761969;24.5;68.2;293;112
undefined;1707402761981;24.5;68.2;293;112
undefined;1707402761990;24.5;68.2;293;112
undefined;1707402762006;24.5;68.2;293;112
undefined;1707402762017;24.5;68.2;293;112
undefined;1707402762027;24.5;68.2;293;112
undefined;1707402762039;24.5;68.2;293;112
undefined;1707402762053;24.5;68.2;293;112
undefined;1707402762067;24.5;68.2;293;112
undefined;1707402762077;24.5;68.2;293;112
undefined;1707402762088;24.5;68.2;293;112
undefined;1707402762097;24.5;68.2;293;112
undefined;1707402762110;24.5;68.2;293;112
undefined;1707402762121;24.5;68.2;293;112
undefined;1707402762132;24.5;68.2;293;112
undefined;1707402762144;24.5;68.2;293;112
undefined;1707402762156;24.5;68.2;293;112
undefined;1707402762168;24.5;68.2;293;112
